user_id,item_id,rating,timestamp
186,302,3,891717742
278,603,5,891295330
284,304,4,885329322
260,322,4,890618898
241,690,2,887249482
155,323,2,879371261
229,328,1,891632142
36,339,5,882157581
100,344,4,891374868
113,595,5,875936424
218,209,5,877488546
302,322,2,879436875
33,872,3,891964230
154,357,4,879138713
302,303,2,879436785
170,749,5,887646170
112,903,1,892440172
218,430,3,877488316
240,879,3,885775745
191,302,4,891560253
177,333,4,880130397
191,286,4,891560842
111,328,4,891679939
285,191,4,890595859
129,873,1,883245452
126,905,2,887855283
282,325,1,881703044
107,333,3,891264267
173,289,4,877556988
2,292,4,888550774
126,294,3,887855087
29,245,3,882820803
186,566,5,879023663
47,324,3,879439078
191,751,3,891560753
113,126,5,875076827
173,328,5,877557028
284,322,3,885329671
36,748,4,882157285
111,301,4,891680028
140,332,3,879013617
190,977,2,891042938
126,245,3,887854726
218,208,3,877488366
2,251,5,888552084
186,250,1,879023607
100,354,2,891375260
2,50,5,888552084
149,319,2,883512658
284,269,4,885328991
186,148,4,891719774
190,974,2,891625949
285,269,4,890595313
143,682,3,888407741
179,339,1,892151366
154,242,3,879138235
285,150,5,890595636
4,264,3,892004275
3,335,1,889237269
190,117,4,891033697
29,189,4,882821942
186,263,3,879023571
112,331,4,884992603
4,303,5,892002352
3,245,1,889237247
177,321,2,880130481
177,69,1,880131088
100,268,3,891374982
285,151,5,890595636
129,331,2,883244737
105,268,4,889214268
34,312,4,888602742
282,288,4,879949367
112,327,1,884992535
282,327,5,879949417
315,273,3,879821349
170,292,5,884103732
177,243,1,882142141
3,337,1,889236983
240,313,5,885775604
154,289,2,879138345
177,203,4,880131026
315,13,4,879821158
177,209,4,880130736
29,332,4,882820869
315,185,4,879821267
191,754,3,891560366
190,302,5,891033606
112,289,5,884992690
36,307,4,882157227
74,272,5,888333194
177,56,5,880130618
319,313,5,889816026
29,539,2,882821044
186,470,5,879023693
47,995,3,879440429
140,268,4,879013684
170,299,3,886190476
186,983,3,879023152
278,311,4,891295130
229,347,1,891632073
4,361,5,892002353
260,990,5,890618729
177,299,4,880130500
107,271,2,891264432
186,281,4,879023390
173,286,5,877556626
36,883,5,882157581
100,321,1,891375112
284,305,4,885328906
191,752,3,891560481
111,313,4,891679901
179,905,4,892151331
3,343,3,889237122
4,357,4,892003525
113,326,5,875935609
154,488,4,879138831
186,385,4,879023894
302,323,2,879436875
229,313,2,891631948
126,262,4,887854726
34,242,5,888601628
173,323,5,877556926
315,305,5,881017419
177,960,3,880131161
319,338,2,879977242
47,340,5,879439078
191,301,4,891561336
315,651,3,879799457
154,302,4,879138235
229,315,1,891632945
113,329,3,875935312
315,657,4,879821299
302,245,2,879436911
34,690,4,888602513
155,988,2,879371261
154,175,5,879138784
140,301,3,879013747
177,79,4,880130758
241,294,3,887250085
129,303,3,883244011
112,354,3,891304031
186,588,4,879024535
74,288,3,888333280
112,750,4,884992444
315,431,2,879821300
284,906,3,885328836
155,748,2,879371261
33,307,3,891964148
100,355,4,891375313
179,751,1,892151565
322,197,5,887313983
112,748,3,884992651
170,245,5,884103758
177,919,4,880130736
74,326,4,888333329
4,260,4,892004275
113,294,4,875935277
111,887,3,891679692
74,9,4,888333458
186,406,1,879023272
143,331,5,888407622
179,258,5,892151270
322,32,5,887314417
74,285,3,888333428
315,8,3,879820961
315,98,4,879821193
2,314,1,888980085
177,651,3,880130862
186,925,5,879023152
190,147,4,891033863
112,322,4,884992690
285,216,3,890595900
29,748,2,882821558
