user_id,item_id,rating,timestamp
22,377,1,878887116
127,229,5,884364867
267,518,5,878971773
8,338,4,879361873
162,25,4,877635573
135,23,4,879857765
32,294,3,883709863
259,117,4,874724988
66,298,4,883601324
259,255,4,874724710
54,106,3,880937882
66,258,4,883601089
158,177,4,880134407
77,484,5,884733766
54,595,3,880937813
267,410,4,878970785
197,96,5,891409839
137,144,5,881433689
54,742,5,880934806
8,550,3,879362356
197,346,3,891409070
217,597,4,889070087
22,376,3,878887112
22,128,5,878887983
8,22,5,879362183
22,80,4,878887227
248,234,4,884534968
158,665,2,880134532
217,2,3,889069782
267,121,3,878970681
77,518,4,884753202
158,729,3,880133116
37,288,4,880915258
77,172,3,884752562
77,474,5,884732407
197,688,1,891409564
66,877,1,883601089
54,302,4,880928519
37,540,2,880916070
158,1098,4,880135069
197,347,4,891409070
197,511,5,891409839
217,182,2,889070109
135,1046,3,879858003
53,281,4,879443288
124,496,1,890286933
8,50,5,879362124
153,174,1,881371140
248,589,4,884534968
217,27,1,889070011
158,128,2,880134296
22,241,3,878888025
66,181,5,883601425
248,117,5,884535433
37,403,5,880915942
158,24,4,880134261
248,257,3,884535840
66,1,3,883601324
162,1019,4,877636556
54,676,5,880935294
77,91,3,884752924
197,302,3,891409070
37,117,4,880915674
22,258,5,878886261
158,510,3,880134296
197,300,4,891409422
66,7,3,883601355
158,770,5,880134477
267,17,4,878971773
197,55,3,891409982
103,24,4,880415847
135,39,3,879857931
32,290,3,883717913
158,241,4,880134445
32,151,3,883717850
32,1012,4,883717581
120,546,2,889490979
22,510,5,878887765
137,687,4,881432756
259,772,4,874724882
217,144,4,889069782
135,1208,3,879858003
217,7,4,889069741
103,127,4,880416331
103,121,3,880415766
267,840,4,878970926
158,72,3,880135118
137,300,5,881432524
248,475,5,884535446
197,229,3,891410039
127,294,4,884363803
267,403,4,878971939
54,685,3,880935504
77,195,5,884733695
267,980,3,878970578
267,386,3,878973597
53,24,3,879442538
158,1011,4,880132579
158,190,5,880134332
197,515,5,891409935
54,298,4,892681300
135,431,2,879857868
259,959,4,888720593
135,449,3,879857843
158,85,4,880135118
162,181,4,877635798
22,79,4,878887765
137,546,5,881433116
197,294,4,891409290
217,22,5,889069741
37,55,3,880915942
197,518,1,891409982
66,249,4,883602158
53,174,5,879442561
259,269,3,877923906
77,238,5,884733965
158,414,4,880135118
267,238,4,878971629
54,268,5,883963510
267,423,3,878972842
124,50,3,890287508
137,237,4,881432965
248,174,3,884534992
259,750,4,888630424
183,241,4,892323453
22,791,1,878887227
124,11,5,890287645
162,742,4,877635758
77,168,4,884752721
248,127,5,884535084
267,739,4,878973276
197,849,3,891410124
197,176,5,891409798
22,511,4,878887983
77,125,3,884733014
267,114,5,878971514
158,1,4,880132443
217,82,5,889069842
22,227,4,878888067
158,568,4,880134532
162,121,4,877636000
22,433,3,878886479
217,195,5,889069709
37,183,4,880930042
22,173,5,878886368
137,55,5,881433689
22,687,1,878887476
127,380,5,884364950
183,96,3,891463617
37,685,3,880915528
158,271,4,880132232
32,249,4,883717645
332,770,3,888098170
54,820,3,880937992
267,94,3,878972558
332,566,4,888360342
267,546,3,878970877
22,456,1,878887413
197,288,3,891409387
135,233,3,879857843
124,616,4,890287645
158,483,5,880133225
248,282,2,884535582
259,210,4,874725485
162,685,3,877635917
332,975,3,887938631
22,399,4,878887157
267,147,3,878970681
32,591,3,883717581
22,186,5,878886368
197,570,4,891410124
22,96,5,878887680
53,845,3,879443083
158,38,4,880134607
197,231,3,891410124
248,474,2,884534672
8,182,5,879362183
162,1047,5,877635896
267,654,5,878971902
332,693,5,888098538
267,55,4,878972785
158,79,4,880134332
197,431,3,891409935
137,195,5,881433689
183,562,3,891467003
197,770,3,891410082
217,566,4,889069903
259,405,3,874725120
162,230,2,877636860
267,226,3,878972463
197,449,5,891410124
197,510,5,891409935
103,117,4,880416313
332,228,5,888359980
248,185,3,884534772
217,1222,1,889070050
197,566,4,891409893
183,405,4,891464393
267,50,5,878974783
332,229,5,888360342
259,176,4,874725386
332,284,5,887938245
332,232,5,888098373
127,268,1,884363990
37,56,5,880915810
54,313,4,890608360
54,325,3,880930146
217,810,3,889070050
22,294,1,878886262
197,651,5,891409839
32,276,4,883717913
8,79,4,879362286
197,1419,2,891410124
217,578,5,889070087
162,298,4,877635690
53,924,3,879443303
162,222,4,877635758
332,451,5,888360179
217,685,5,889069782
158,144,4,880134445
197,181,5,891409893
217,540,1,889070087
77,23,4,884753173
158,8,5,880134948
135,229,2,879857843
32,117,3,883717555
22,780,1,878887377
135,294,4,879857575
267,684,4,878973088
158,42,3,880134913
37,222,3,880915528
103,144,4,880420510
120,282,4,889490172
22,29,1,878888228
197,68,2,891410082
37,79,4,880915810
135,227,3,879857843
53,228,3,879442561
77,498,5,884734016
158,580,4,880135093
332,233,4,888360370
267,145,4,878972903
158,525,5,880133288
332,673,5,888360307
217,797,4,889070011
120,25,5,889490370
332,1188,5,888098374
158,809,3,880134675
346,213,3,874948173
267,214,4,878972342
248,181,4,884535374
77,431,5,884733695
332,98,5,888359903
332,595,4,887938574
77,153,5,884732685
158,100,5,880132401
267,559,3,878972614
54,276,5,880931595
332,44,3,888360342
267,484,5,878971542
77,4,3,884752721
267,693,4,878972266
22,117,4,878887869
217,53,1,889069974
53,100,5,879442537
267,28,4,878972524
55,144,5,878176398
197,328,4,891409290
162,42,3,877636675
217,68,3,889069974
267,597,3,878970805
8,294,3,879361521
127,286,1,884364525
135,54,3,879858003
346,582,3,874951783
8,457,1,879361825
8,385,1,879362124
103,126,5,880420002
267,187,5,878972071
158,228,5,880134296
267,1401,4,878971816
197,385,2,891409893
22,683,1,878886307
32,250,4,883717684
197,748,3,891409323
158,68,3,880134532
267,470,4,878972931
135,176,4,879857765
162,174,4,877636772
248,100,4,884534716
162,50,5,877635662
77,181,3,884732278
248,928,3,884536117
197,720,2,891410039
32,246,4,883717521
137,327,4,881432671
183,483,5,892323452
267,464,5,878974783
267,324,3,878970114
124,166,5,890287645
55,56,4,878176397
32,100,3,883717662
332,156,4,888359944
54,327,5,880928893
197,187,5,891409798
346,245,4,875266665
103,300,3,880416727
217,554,3,889070050
352,55,1,884289728
346,62,3,875263634
127,227,4,884364867
127,300,5,884364017
346,4,4,874948105
332,148,5,887938486
197,340,2,891409199
346,187,3,874948030
332,1150,3,887938631
346,322,3,886273541
332,696,3,887938760
332,1016,5,887916529
158,277,4,880132658
8,89,4,879362124
127,243,5,884364764
346,727,1,874947794
332,258,5,887916151
352,746,4,884290361
332,1013,3,887938798
153,678,2,881370935
248,55,4,884534793
135,77,4,879858003
135,566,3,879857930
162,151,3,877636191
217,117,4,889069842
53,181,4,879443046
162,117,4,877635869
55,1089,1,878176134
248,249,4,884536117
346,1110,1,875264985
332,82,5,888098524
197,195,5,891409798
54,333,5,880928745
22,403,5,878887810
8,190,4,879362183
8,686,3,879362356
217,576,1,889070087
259,762,2,883372151
197,344,4,891409070
77,179,5,884752806
346,33,5,875261753
53,199,5,879442384
32,118,3,883717967
55,89,5,878176398
137,261,5,882805603
137,50,5,881432937
153,64,5,881371005
217,185,3,889069659
120,9,4,889489886
55,1016,1,878176005
8,301,4,879361550
346,218,3,875263574
103,222,3,880415875
346,17,1,874950839
346,977,3,875264110
248,183,5,884534772
77,176,4,884752757
158,566,3,880134499
346,232,3,875263877
259,12,5,874809192
197,808,3,891409893
332,655,5,888360248
346,392,3,875266064
346,167,2,875264209
337,106,2,875184682
267,7,5,878970503
332,300,5,887916188
153,22,2,881371140
32,122,2,883718250
158,11,4,880134398
153,127,3,881371140
54,1016,4,890609001
137,222,5,881432908
259,235,2,883372151
332,288,5,887916151
135,802,2,879858003
22,999,4,878886902
267,384,3,878973734
124,157,2,890287936
77,276,2,884732991
346,237,4,874949086
332,332,4,887916411
183,225,1,891467546
197,779,2,891410170
120,257,2,889490979
137,172,5,881433719
267,568,4,878972955
346,133,5,874948513
197,271,2,891409352
54,1012,2,880936669
197,92,1,891410082
158,550,3,880134445
352,182,5,884290328
54,121,4,880936669
54,406,2,880938490
197,33,2,891409981
135,228,4,879857797
135,642,4,879857868
359,250,4,886453354
66,117,3,883601787
55,678,3,878176206
158,182,5,880134296
332,354,5,888189331
332,271,4,887916217
77,50,4,884732345
22,502,4,878886647
77,265,3,884753152
332,7,4,887916547
183,250,2,891464352
267,1073,5,878974783
346,780,2,875264904
217,1303,2,889069944
127,748,5,884364108
248,198,5,884534695
103,527,5,880416238
135,33,3,879857930
332,181,5,887916529
346,561,3,874950172
337,631,4,875429292
54,237,4,880935028
337,257,3,875184963
267,622,3,878974077
22,435,5,878886682
32,866,3,883718031
135,379,2,879857956
124,79,3,890287395
337,230,5,875185319
217,258,1,889069536
267,250,5,878970399
54,147,5,880935959
54,257,4,880937311
346,72,3,874951714
54,127,4,880933834
8,172,5,879362123
66,471,5,883601296
267,449,3,878973358
267,175,5,878972558
197,321,3,891409475
137,183,5,881433689
332,1218,5,887939171
22,121,3,878887925
248,210,3,884534946
77,174,5,884733587
158,163,4,880135044
346,932,2,875264752
352,216,4,884290390
8,511,5,879362183
217,174,3,889069684
137,235,5,881433357
337,1133,4,875236281
77,210,3,884753028
332,97,5,888359903
158,825,4,880133029
77,69,3,884752997
259,180,5,877925033
54,273,4,880934806
359,751,4,886453467
332,235,3,887938723
369,948,2,889428228
158,176,4,880134398
22,176,5,878887765
346,546,4,875263238
267,552,3,878973621
37,24,4,880915674
386,455,3,877654961
359,831,3,886453402
248,515,5,884535085
267,575,3,878974052
55,254,2,878176206
197,690,3,891409255
259,313,5,883370924
346,809,3,874951029
217,226,1,889069878
337,742,5,875184353
183,1217,3,891466405
124,226,4,890287645
158,149,3,880132383
267,177,5,878972756
158,62,5,880134759
267,24,5,878972682
332,978,4,888098459
158,229,3,880134532
352,4,3,884290328
135,443,4,879857868
77,405,3,884733422
248,186,5,884534695
22,222,4,878887925
386,121,3,877655145
248,153,3,884534716
8,685,4,879362423
267,771,3,878973900
135,603,4,879857765
346,134,5,874947644
8,144,5,879362286
22,550,5,878888184
135,185,4,879857797
332,291,4,887938439
54,597,2,880934806
267,22,4,878971816
77,523,5,884752582
