user_id,item_id,rating,timestamp
166,346,1,886397596
253,465,5,891628467
305,451,3,886324817
119,392,4,886176814
157,274,4,886890835
287,327,5,875333916
249,241,5,879641194
99,4,5,886519097
178,332,3,882823437
178,248,4,882823954
11,111,4,891903862
145,275,2,885557505
119,1153,5,874781198
166,328,5,886397722
265,118,4,875320714
110,307,4,886987260
305,427,5,886323090
99,268,3,885678247
213,273,5,878870987
121,514,3,891387947
68,117,4,876973939
305,117,2,886324028
80,466,5,887401701
99,79,4,885680138
26,258,3,891347949
119,328,4,876923913
213,172,5,878955442
26,930,2,891385985
256,452,4,882164999
15,405,2,879455957
207,476,2,884386343
305,471,4,886323648
110,688,1,886987605
305,214,2,886323068
294,109,4,877819599
178,568,4,882826555
207,591,3,876018608
119,237,5,874775038
192,476,2,881368243
297,133,4,875240090
219,82,1,889452455
119,222,5,874775311
145,237,5,875270570
270,452,4,876956264
145,15,2,875270655
133,751,3,890588547
69,256,5,882126156
104,984,1,888442575
294,271,5,889241426
61,678,3,892302309
207,258,4,877879172
207,1115,2,879664906
305,425,4,886324486
121,291,3,891390477
180,462,5,877544218
104,117,2,888465972
178,731,4,882827532
256,781,5,882165296
297,716,3,875239422
249,188,4,879641067
213,173,5,878955442
213,515,4,878870518
119,407,3,887038665
287,1,5,875334088
213,176,4,878956338
99,111,1,885678886
11,558,3,891904214
116,350,3,886977926
221,475,4,875244204
11,732,3,891904596
256,849,2,882164603
164,406,2,889402389
221,943,4,875246759
192,1061,4,881368891
157,25,3,886890787
305,71,3,886323684
119,382,5,874781742
26,1015,3,891352136
178,845,4,882824291
121,740,3,891390544
69,240,3,882126156
294,931,3,889242857
15,749,1,879455311
150,293,4,878746946
178,317,4,882826915
178,742,3,882823833
207,13,3,875506839
256,127,4,882164406
213,235,1,878955115
205,304,3,888284313
15,25,3,879456204
164,620,3,889402298
192,948,3,881368302
253,259,2,891628883
141,245,3,884584426
178,433,4,882827834
221,1010,3,875246662
207,318,5,877124871
108,100,4,879879720
270,25,5,876954456
178,385,4,882826982
207,845,3,881681663
305,654,4,886323937
69,268,5,882027109
104,301,2,888442275
297,57,5,875239383
256,443,3,882164727
104,285,4,888465201
110,944,3,886989501
270,98,5,876955868
68,237,5,876974133
