user_id,item_id,rating,timestamp
298,474,4,884182806
6,86,3,883603013
286,1014,5,879781125
210,40,3,891035994
303,785,3,879485318
194,274,2,879539794
234,1184,2,892079237
167,486,4,892738452
299,144,4,877881320
63,277,4,875747401
81,432,2,876535131
59,196,5,888205088
42,423,5,881107687
13,526,3,882141053
167,232,1,892738341
223,274,4,891550094
194,165,4,879546723
299,229,3,878192429
42,403,3,881108684
279,154,5,875296291
286,208,4,877531942
216,144,4,880234639
250,496,4,878090499
42,96,5,881107178
279,832,3,881375854
94,789,4,891720887
298,317,4,884182806
194,385,2,879524643
250,264,3,878089182
82,135,3,878769629
262,1147,4,879791710
216,658,3,880245029
250,140,3,878092059
59,23,5,888205300
286,379,5,877533771
174,368,1,886434402
194,1211,2,879551380
82,1134,2,884714402
13,836,2,882139746
13,272,4,884538403
43,14,2,883955745
299,955,4,889502823
84,405,3,883452363
299,111,3,877878184
194,466,4,879525876
303,919,4,879467295
49,559,2,888067405
42,794,3,881108425
43,137,4,875975656
279,1336,1,875298353
298,281,3,884183336
279,1240,1,892174404
13,98,4,881515011
94,1217,3,891723086
13,360,4,882140926
125,235,2,892838559
83,234,4,887665548
194,181,3,879521396
125,478,4,879454628
299,14,4,877877775
6,14,5,883599249
303,69,5,879467542
194,1028,2,879541148
286,171,4,877531791
303,842,2,879484804
63,242,3,875747190
279,68,4,875307407
250,7,4,878089716
299,1018,3,889502324
194,54,3,879525876
303,815,3,879485532
295,218,5,879966498
83,623,4,880308578
234,141,3,892334609
83,576,4,880308755
59,468,3,888205855
286,143,4,889651549
193,96,1,889124507
279,501,3,875308843
13,198,3,881515193
42,546,3,881105817
13,215,5,882140588
94,343,4,891725009
82,183,3,878769848
303,134,5,879467959
63,1067,3,875747514
13,56,5,881515011
286,237,2,875806800
59,951,3,888206409
299,577,3,889503806
49,959,2,888068912
94,1224,3,891722802
43,323,3,875975110
13,344,2,888073635
194,66,3,879527264
234,206,4,892334543
94,265,4,891721889
134,286,3,891732334
234,612,3,892079140
234,1451,3,892078343
13,186,4,890704999
279,1181,4,875314001
43,815,4,883956189
83,78,2,880309089
13,498,4,882139901
59,715,5,888205921
125,163,5,879454956
174,315,5,886432749
250,238,4,878089963
216,228,3,880245642
216,531,4,880233810
13,892,3,882774224
286,288,5,875806672
295,194,4,879517412
250,596,5,878089921
303,404,4,879468375
299,305,3,879737314
303,252,3,879544791
299,303,3,877618584
63,289,2,875746985
13,229,4,882397650
298,486,3,884183063
63,762,3,875747688
303,200,4,879468459
193,869,3,889127811
94,184,2,891720862
281,338,2,881200457
94,720,1,891723593
193,879,3,889123257
234,187,4,892079140
230,680,4,880484286
234,448,3,892335501
193,941,4,889124890
280,508,3,891700453
279,1497,2,890780576
59,742,3,888203053
94,744,4,891721462
82,508,2,884714249
75,284,2,884050393
13,864,4,882141924
230,742,5,880485043
295,961,5,879519556
82,717,1,884714492
279,399,4,875313859
6,98,5,883600680
298,181,4,884125629
78,323,1,879633567
13,901,1,883670672
280,631,5,891700751
42,274,5,881105817
13,809,4,882397582
280,540,3,891702304
234,1462,3,892333865
42,588,5,881108147
274,845,5,878945579
193,407,4,889127921
311,432,4,884365485
299,134,4,878192311
234,626,4,892336358
134,323,4,891732335
279,586,4,892864663
49,302,4,888065432
286,153,5,877531406
234,318,4,892078890
223,328,3,891548959
94,1220,3,891722678
274,405,4,878945840
234,10,3,891227851
280,1049,2,891702486
262,931,2,879790874
295,739,4,879518319
295,39,4,879518279
93,820,3,888705966
159,1028,5,880557539
82,597,3,878768882
13,823,5,882397833
83,660,4,880308256
125,80,4,892838865
43,120,4,884029430
13,780,1,882142057
42,44,3,881108548
262,28,3,879792220
234,81,3,892334680
49,1003,2,888068651
42,1028,4,881106072
286,99,4,878141681
295,190,4,879517062
234,487,3,892079237
194,172,3,879521474
94,62,3,891722933
167,659,4,892738277
230,304,5,880484286
286,357,4,877531537
311,179,2,884365357
299,387,2,889502756
94,572,3,891723883
286,746,4,877533058
216,55,5,880245145
194,23,4,879522819
59,92,5,888204997
194,152,3,879549996
59,323,4,888206809
311,654,3,884365075
43,203,4,883955224
125,190,5,892836309
303,161,5,879468547
6,463,4,883601713
279,122,1,875297433
286,298,4,875807004
42,625,3,881108873
230,1444,2,880485726
6,301,2,883600406
83,215,4,880307940
6,258,2,883268278
286,175,5,877532470
279,1428,3,888465209
223,11,3,891550649
174,937,5,886432989
83,281,5,880307072
234,632,2,892079538
82,56,3,878769410
82,477,3,876311344
279,741,5,875296891
84,742,3,883450643
313,117,4,891015319
279,982,3,875298314
303,68,4,879467361
94,216,3,885870665
280,1,4,891700426
303,397,1,879543831
6,69,3,883601277
13,418,2,882398763
13,858,1,882397068
279,725,4,875314144
13,72,4,882141727
194,77,3,879527421
230,172,4,880484523
59,485,2,888204466
313,478,3,891014373
174,660,5,886514261
311,98,5,884364502
286,73,5,877532965
210,204,5,887730676
94,860,2,891723706
84,121,4,883452307
125,382,1,892836623
311,9,4,884963365
234,241,2,892335042
75,240,1,884050661
13,181,5,882140354
313,566,4,891016220
83,385,4,887665549
230,963,5,880484370
84,1033,4,883452711
194,187,4,879520813
78,255,4,879633745
193,1078,4,889126943
250,204,2,878091682
83,210,5,880307751
49,995,3,888065577
313,616,5,891015049
286,44,3,877532173
279,168,5,875296435
83,97,4,880308690
63,100,5,875747319
42,98,4,881106711
303,393,4,879484981
274,50,5,878944679
94,792,4,885873006
286,85,5,877533224
82,756,1,878768741
59,235,1,888203658
210,70,4,887730589
75,237,2,884050309
199,221,4,883782854
223,1150,2,891549841
299,847,4,877877649
6,517,4,883602212
194,212,1,879524216
6,23,4,883601365
313,436,4,891029877
262,617,3,879793715
262,174,3,879791948
314,28,5,877888346
13,147,3,882397502
303,418,4,879483510
125,318,5,879454309
234,147,3,892335372
94,155,2,891723807
223,423,3,891550684
82,194,4,878770027
280,845,3,891700925
234,98,4,892078567
194,239,3,879522917
94,24,4,885873423
262,64,5,879793022
223,763,3,891550067
83,43,4,880308690
174,402,5,886513729
59,177,4,888204349
250,196,4,878091818
43,40,3,883956468
42,953,2,881108815
49,68,1,888069513
303,1098,4,879467959
94,174,4,885870231
303,779,1,879543418
194,191,4,879521856
262,223,3,879791816
134,879,4,891732393
298,625,4,884183406
230,138,3,880485197
230,419,4,880484587
94,651,5,891725332
83,929,3,880307140
279,89,4,875306910
13,868,5,882139901
234,228,3,892079190
299,1047,2,877880041
216,174,5,881432488
279,1162,3,875314334
223,908,1,891548802
303,1160,2,879544629
210,97,5,887736454
299,240,2,877878414
82,343,1,884713755
303,693,4,879466771
194,160,2,879551380
295,72,4,879518714
279,96,4,875310606
125,134,5,879454532
274,748,5,878944406
311,559,2,884366187
199,268,5,883782509
59,77,4,888206254
59,418,2,888205188
298,1346,3,884126061
303,411,4,879483802
210,527,5,887736232
234,648,3,892826760
234,1397,4,892334976
75,546,3,884050422
59,54,4,888205921
216,196,5,880245145
13,195,3,881515296
210,274,5,887730676
94,471,4,891721642
13,807,1,886304229
125,657,3,892836422
303,426,3,879542535
6,492,5,883601089
279,746,5,875310233
303,1109,4,879467936
313,22,3,891014870
314,1150,4,877887002
13,121,5,882397503
43,5,4,875981421
280,127,5,891702544
94,218,3,891721851
311,566,4,884366112
81,280,4,876534214
13,308,3,881514726
295,172,4,879516986
63,1007,5,875747368
295,235,4,879517943
94,211,5,891721142
13,396,3,882141727
311,386,3,884365747
94,1048,4,891722678
279,144,4,880850073
193,627,4,889126972
234,571,2,892318158
303,145,1,879543573
83,82,5,887665423
234,1186,4,892335707
43,204,4,883956122
193,410,3,889127633
6,478,4,883602762
311,143,3,884364812
194,647,4,879521531
59,387,3,888206562
279,227,4,889326161
84,748,4,883449530
299,588,4,877880852
194,478,3,879521329
234,582,4,892334883
279,1048,1,886015533
279,1151,2,875744584
49,47,5,888068715
13,66,3,882141485
262,386,3,879795512
318,474,4,884495742
82,455,4,876311319
279,254,3,879572960
42,685,4,881105972
49,625,3,888067031
313,99,4,891014029
49,581,3,888068143
303,94,3,879485318
94,820,1,891723186
59,1107,4,888206254
262,821,3,879794887
6,508,3,883599530
311,716,4,884365718
262,553,4,879795122
262,293,2,879790906
94,346,4,891725410
13,59,4,882140425
83,301,2,891181430
59,429,4,888204597
194,205,3,879524291
13,150,5,882140588
42,176,3,881107178
262,121,3,879790536
81,742,2,876533764
311,419,3,884364931
234,132,4,892333865
59,148,3,888203175
13,354,2,888779458
6,469,5,883601155
82,14,4,876311280
223,8,2,891550684
94,58,5,891720540
313,200,3,891017736
303,433,4,879467985
303,120,2,879544099
49,547,5,888066187
